Found 612 unique locations with Flexitricity load curtailment/drop components
Format: Tab-separated values (copy and paste into Excel)

====================================================================================================
Location	Status	Delivery Year	Auction	Description	CMU ID	Google Maps URL
Kings Land Rd , Holyhead, LL65 2RN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Kings%20Land%20Rd%20%2C%20Holyhead%2C%20LL65%202RN&t=k
Kings Park Road, Moulton Park, Northampton, NN3 6NW	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Load curtailment on site and standby generation	FLXT75	https://www.google.com/maps?q=Kings%20Park%20Road%2C%20Moulton%20Park%2C%20Northampton%2C%20NN3%206NW&t=k
Kingswood Retail Park, Hull, HU7 4HG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Kingswood%20Retail%20Park%2C%20Hull%2C%20HU7%204HG&t=k
Kirkland Street  WA10 2EF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Kirkland%20Street%20%20WA10%202EF&t=k
Knockbreck Road , Tain, IV19 1LX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Knockbreck%20Road%20%2C%20Tain%2C%20IV19%201LX&t=k
Ladies Lane Hindley, Wigan, WN22QA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Ladies%20Lane%20Hindley%2C%20Wigan%2C%20WN22QA&t=k
Lakeside Retail Park Nantyglow, Ebbw Vale, NP23 4SL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Lakeside%20Retail%20Park%20Nantyglow%2C%20Ebbw%20Vale%2C%20NP23%204SL&t=k
Lancaster Road , Morecambe, LA4 5QW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Lancaster%20Road%20%2C%20Morecambe%2C%20LA4%205QW&t=k
Larchwood Avenue Bedhampton PO9 3QW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Larchwood%20Avenue%20Bedhampton%20PO9%203QW&t=k
Launceston Road  PL31 2AR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Launceston%20Road%20%20PL31%202AR&t=k
Leckwith Road  CF11 8AZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Leckwith%20Road%20%20CF11%208AZ&t=k
Leechmere Road Grange Town SR2 9TT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Leechmere%20Road%20Grange%20Town%20SR2%209TT&t=k
Leeds Road  WF10 5EL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Leeds%20Road%20%20WF10%205EL&t=k
Leypark Drive Estover, Plymouth, PL6 8UD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Leypark%20Drive%20Estover%2C%20Plymouth%2C%20PL6%208UD&t=k
Leyton Mills Centre 1 Marshall Road E10 5NH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Leyton%20Mills%20Centre%201%20Marshall%20Road%20E10%205NH&t=k
Liberator Drive , Ayr, KA8 9BF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Liberator%20Drive%20%2C%20Ayr%2C%20KA8%209BF&t=k
Littlehampton Road  BN12 6PN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Littlehampton%20Road%20%20BN12%206PN&t=k
Llewllyn Road  NP44 1UL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Llewllyn%20Road%20%20NP44%201UL&t=k
London Road Far Cotton, Northampton, NN48ER	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=London%20Road%20Far%20Cotton%2C%20Northampton%2C%20NN48ER&t=k
London Road, Oxford, OX33 1YZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=London%20Road%2C%20Oxford%2C%20OX33%201YZ&t=k
London Road, Swanley, BR8 7UN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=London%20Road%2C%20Swanley%2C%20BR8%207UN&t=k
Longfield Road , Tunbridge Wells, TN2 3EY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Longfield%20Road%20%2C%20Tunbridge%20Wells%2C%20TN2%203EY&t=k
Longforth Road  TA21 8RQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Longforth%20Road%20%20TA21%208RQ&t=k
Longhill Road Off Bradford Road HD2 2LQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Longhill%20Road%20Off%20Bradford%20Road%20HD2%202LQ&t=k
Longside Road , Peterhead, AB42 3JY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Longside%20Road%20%2C%20Peterhead%2C%20AB42%203JY&t=k
Longwood Drive Coryton CF14 7EW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Longwood%20Drive%20Coryton%20CF14%207EW&t=k
Lower Audley Retail Park Grimshaw Park Road BB2 3DY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Lower%20Audley%20Retail%20Park%20Grimshaw%20Park%20Road%20BB2%203DY&t=k
Lower Dock Street  NP20 2BH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Lower%20Dock%20Street%20%20NP20%202BH&t=k
Lower Mill St. Mary's Way BB4 8EL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Lower%20Mill%20St.%20Mary%27s%20Way%20BB4%208EL&t=k
Lowesmoor Business Park WR1 2SE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Lowesmoor%20Business%20Park%20WR1%202SE&t=k
Lyndon, West Bromwich, West Midlands B71 4HJ	INACTIVE	2022	2022-23 (T-4) Four Year Ahead Capacity Auction	Load curtailment on site via standby generation	F18075	https://www.google.com/maps?q=Lyndon%2C%20West%20Bromwich%2C%20West%20Midlands%20B71%204HJ&t=k
Lynn Street , Swaffham, PE377AU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Lynn%20Street%20%2C%20Swaffham%2C%20PE377AU&t=k
Lyntonville Terrace  NE63 9JY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Lyntonville%20Terrace%20%20NE63%209JY&t=k
M74 Eco Park, Carlisle Road Lesmahagow ML11 0GU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from on-site equipment in response to Flexitricity signal.	F24191	https://www.google.com/maps?q=M74%20Eco%20Park%2C%20Carlisle%20Road%20Lesmahagow%20ML11%200GU&t=k
Magna Park, Hunter Blvd, Bitteswell, Lutterworth LE17 4XN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Magna%20Park%2C%20Hunter%20Blvd%2C%20Bitteswell%2C%20Lutterworth%20LE17%204XN&t=k
Main Road Bilton HU11 4AL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Main%20Road%20Bilton%20HU11%204AL&t=k
Main Road , Harwich, CO12 3HJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Main%20Road%20%2C%20Harwich%2C%20CO12%203HJ&t=k
Main Street Barrhead East Renfrewshire G78 1FA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Main%20Street%20Barrhead%20East%20Renfrewshire%20G78%201FA&t=k
Main Street, Coatbridge, ML5 3BU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Main%20Street%2C%20Coatbridge%2C%20ML5%203BU&t=k
Main Street Tweedmouth, Berwick-Upon-Tweed, TD15 2DS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Main%20Street%20Tweedmouth%2C%20Berwick-Upon-Tweed%2C%20TD15%202DS&t=k
Malinsgate Coach Central TF3 4WZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Malinsgate%20Coach%20Central%20TF3%204WZ&t=k
Manchester Rd, Carrington, Manchester M31 4TG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	load curtailment at site	F24042	https://www.google.com/maps?q=Manchester%20Rd%2C%20Carrington%2C%20Manchester%20M31%204TG&t=k
Manchester Road , Bolton, BL3 2QS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Manchester%20Road%20%2C%20Bolton%2C%20BL3%202QS&t=k
Manchester Road Retail Park Unit 1A/B, Stockport,  SK4 1TN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Manchester%20Road%20Retail%20Park%20Unit%201A/B%2C%20Stockport%2C%20%20SK4%201TN&t=k
Mandeville Road , Aylesbury, HP21 8BD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Mandeville%20Road%20%2C%20Aylesbury%2C%20HP21%208BD&t=k
Manor Lane  BD18 3RY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Manor%20Lane%20%20BD18%203RY&t=k
Manor Top Shopping Centre, Sheffield, S12 2AB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Manor%20Top%20Shopping%20Centre%2C%20Sheffield%2C%20S12%202AB&t=k
Manor Walks Shopping Centre , Cramlington, NE23 6QW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Manor%20Walks%20Shopping%20Centre%20%2C%20Cramlington%2C%20NE23%206QW&t=k
Marina Way , Hartlepool, TS24 0XR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Marina%20Way%20%2C%20Hartlepool%2C%20TS24%200XR&t=k
Marlow Way  CR0 4XS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Marlow%20Way%20%20CR0%204XS&t=k
Marsh Leys, Woburn Rd, MK43 9AB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Marsh%20Leys%2C%20Woburn%20Rd%2C%20MK43%209AB&t=k
Maynard Road Totton SO40 3ZA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Maynard%20Road%20Totton%20SO40%203ZA&t=k
Meadow Centre Wilks Way IP14 1DE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Meadow%20Centre%20Wilks%20Way%20IP14%201DE&t=k
Memorial Avenue , Worksop, S802BJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Memorial%20Avenue%20%2C%20Worksop%2C%20S802BJ&t=k
Merrielands Crescent Ripley Road RM9 6SJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Merrielands%20Crescent%20Ripley%20Road%20RM9%206SJ&t=k
Merryhill Centre Brierley Hill, Dudley, DY5 1QL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Merryhill%20Centre%20Brierley%20Hill%2C%20Dudley%2C%20DY5%201QL&t=k
Midland Road , Royston, S71 4QN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Midland%20Road%20%2C%20Royston%2C%20S71%204QN&t=k
Midland Street  NG10 1NY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Midland%20Street%20%20NG10%201NY&t=k
Mill Lane, Chilham, Kent CT4 8EF	INACTIVE	2021	2021-22 (T-4) Four Year Ahead Capacity Auction	Load drop	FLXR78	https://www.google.com/maps?q=Mill%20Lane%2C%20Chilham%2C%20Kent%20CT4%208EF&t=k
Mill Street West  WF12 9AE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Mill%20Street%20West%20%20WF12%209AE&t=k
Mill Way Trinity Trading Estate ME10 2PD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Mill%20Way%20Trinity%20Trading%20Estate%20ME10%202PD&t=k
Milne Street Chadderton OL9 0JE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Milne%20Street%20Chadderton%20OL9%200JE&t=k
Milton Of Craigie Longtown Road, Dundee, DD4 7RX	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Load curtailment	FLXT82	https://www.google.com/maps?q=Milton%20Of%20Craigie%20Longtown%20Road%2C%20Dundee%2C%20DD4%207RX&t=k
Monks Cross Huntington YO32 9LF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Monks%20Cross%20Huntington%20YO32%209LF&t=k
Monkswood Way , Stevenage, SG1 1LA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Monkswood%20Way%20%2C%20Stevenage%2C%20SG1%201LA&t=k
Monument Road, Bicker, Lincolnshire PE20 3DJ	INACTIVE	2022	2022-23 (T-4) Four Year Ahead Capacity Auction	Load curtailment at site via standby generation	F18075	https://www.google.com/maps?q=Monument%20Road%2C%20Bicker%2C%20Lincolnshire%20PE20%203DJ&t=k
Morningside Road , Newmains, ML2 9AS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Morningside%20Road%20%2C%20Newmains%2C%20ML2%209AS&t=k
Morris Square Kyme, Wolstanton, ST5 0EN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Morris%20Square%20Kyme%2C%20Wolstanton%2C%20ST5%200EN&t=k
Moss Bank Way Atley Bridge BL1 8QG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Moss%20Bank%20Way%20Atley%20Bridge%20BL1%208QG&t=k
Moss Bay Road, , Workington, CA14 5AB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Moss%20Bay%20Road%2C%20%2C%20Workington%2C%20CA14%205AB&t=k
Moss Bay Road , Workington, DD11 2PT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Moss%20Bay%20Road%20%2C%20Workington%2C%20DD11%202PT&t=k
Mount Pleasant The Mount Retail Park, Hull, HU9 2BN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Mount%20Pleasant%20The%20Mount%20Retail%20Park%2C%20Hull%2C%20HU9%202BN&t=k
Muir End Road , Portlethen, AB12 4XP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Muir%20End%20Road%20%2C%20Portlethen%2C%20AB12%204XP&t=k
Murray Street  SA15 1BX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Murray%20Street%20%20SA15%201BX&t=k
Naas Lane Link Road  GL2 2SN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Naas%20Lane%20Link%20Road%20%20GL2%202SN&t=k
Narborough Road South , Leicester, LE3 2LL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Narborough%20Road%20South%20%2C%20Leicester%2C%20LE3%202LL&t=k
Neasham Road , Darlington, DL1 4DF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Neasham%20Road%20%2C%20Darlington%2C%20DL1%204DF&t=k
New Bankside, Abbots Wynd FK2 7XP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=New%20Bankside%2C%20Abbots%20Wynd%20FK2%207XP&t=k
New Road , Kidderminster, DY10 1HG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=New%20Road%20%2C%20Kidderminster%2C%20DY10%201HG&t=k
Newark Road  LN6 8JY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Newark%20Road%20%20LN6%208JY&t=k
Newhouse Farm Ind Est, Chepstow, NP16 6UD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Newhouse%20Farm%20Ind%20Est%2C%20Chepstow%2C%20NP16%206UD&t=k
Newstead Road Weymouth DT4 8JQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Newstead%20Road%20Weymouth%20DT4%208JQ&t=k
Newton Rd  TQ2 7BL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Newton%20Rd%20%20TQ2%207BL&t=k
Newtown Road  CV11 4FL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Newtown%20Road%20%20CV11%204FL&t=k
NORISH FOOD CARE LTD, NORTHERN WAY, BURY ST. EDMUNDS, SUFFOLK, IP32 6NL	INACTIVE	2024	2020-21 (T-4) Four Year Ahead Capacity Auction	Load drop at large industrial cold storage	F24097	https://www.google.com/maps?q=NORISH%20FOOD%20CARE%20LTD%2C%20NORTHERN%20WAY%2C%20BURY%20ST.%20EDMUNDS%2C%20SUFFOLK%2C%20IP32%206NL&t=k
North City Shopping Centre, Harpurhey, M9 4DJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=North%20City%20Shopping%20Centre%2C%20Harpurhey%2C%20M9%204DJ&t=k
North End Leverington Road, Wisbech, PE13 1PE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=North%20End%20Leverington%20Road%2C%20Wisbech%2C%20PE13%201PE&t=k
North Road, Boldon Colliery, NE35 9AR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=North%20Road%2C%20Boldon%20Colliery%2C%20NE35%209AR&t=k
North Shoebury Road, Shoeburyness, SS3 8DA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=North%20Shoebury%20Road%2C%20Shoeburyness%2C%20SS3%208DA&t=k
Norton Road , Malton, YO179RD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Norton%20Road%20%2C%20Malton%2C%20YO179RD&t=k
Oadby Frith Leicester Road, Oadby, LE2 4AH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Oadby%20Frith%20Leicester%20Road%2C%20Oadby%2C%20LE2%204AH&t=k
Oakleigh Terrace, Newquay, TR7 1RN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Oakleigh%20Terrace%2C%20Newquay%2C%20TR7%201RN&t=k
Oatlands Avenue Whitchurch BS14 0ST	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Oatlands%20Avenue%20Whitchurch%20BS14%200ST&t=k
Octagon Centre Orchard Street, Burton On Trent, DE14 3TN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Octagon%20Centre%20Orchard%20Street%2C%20Burton%20On%20Trent%2C%20DE14%203TN&t=k
Odhams Industrial Estate , Watford, WD24 7RT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Odhams%20Industrial%20Estate%20%2C%20Watford%2C%20WD24%207RT&t=k
Off Alexander Road  TW3 1AA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Off%20Alexander%20Road%20%20TW3%201AA&t=k
Off Firth Way Bulwell NG6 8XF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Off%20Firth%20Way%20Bulwell%20NG6%208XF&t=k
Off Lombard Street  NG24 1XG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Off%20Lombard%20Street%20%20NG24%201XG&t=k
Off Old Mill Lane Forest Town NG19 0HA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Off%20Old%20Mill%20Lane%20Forest%20Town%20NG19%200HA&t=k
Off South Quay Consew Road TR27 4EP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Off%20South%20Quay%20Consew%20Road%20TR27%204EP&t=k
Off Windmill Lane Smethwick B66 3EN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Off%20Windmill%20Lane%20Smethwick%20B66%203EN&t=k
Old Church Street Newton Heath, Manchester, M40 2JL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Old%20Church%20Street%20Newton%20Heath%2C%20Manchester%2C%20M40%202JL&t=k
Old Fold Road , Gateshead, NE10 0DH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Old%20Fold%20Road%20%2C%20Gateshead%2C%20NE10%200DH&t=k
Old Kent Road Ossory Road, London, SE1 5AS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Old%20Kent%20Road%20Ossory%20Road%2C%20London%2C%20SE1%205AS&t=k
Old Lane , Leeds,  LS11 7AB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Old%20Lane%20%2C%20Leeds%2C%20%20LS11%207AB&t=k
Old Mill Lane , Barnsley, S71 1LN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Old%20Mill%20Lane%20%2C%20Barnsley%2C%20S71%201LN&t=k
Old Potts Way , Shewsbury, SY3 7ET	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Old%20Potts%20Way%20%2C%20Shewsbury%2C%20SY3%207ET&t=k
Oldfield Lane Wortley, Leeds, LS12 4BP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Oldfield%20Lane%20Wortley%2C%20Leeds%2C%20LS12%204BP&t=k
Orbital Shopping Park Thamesdown Drive, Swindon, SN25 4YX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Orbital%20Shopping%20Park%20Thamesdown%20Drive%2C%20Swindon%2C%20SN25%204YX&t=k
Ormskirk Road Aintree, Liverpool, L10 3LN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Ormskirk%20Road%20Aintree%2C%20Liverpool%2C%20L10%203LN&t=k
